CCSDS_STREAMID,CCSDS_SEQUENCE,CCSDS_LENGTH,CCSDS_SECONDS,CCSDS_SUBSECS,CCSDS_SPARE,GPS_WEEKS,GPS_SECONDS,GPS_FRAC_SECS,ECEF_X,ECEF_Y,ECEF_Z,VEL_X,VEL_Y,VEL_Z,LAT,LON,ALT
2161,49392,83,77,7864,0,341,150295,0.484,-2554000,-6262000,447200,4077,-1227,6021,3.718193531,-112.2493439,399963.6875
2161,49393,83,77,24248,0,341,150295,0.734,-2553000,-6263000,448700,4078,-1226,6021,3.718193531,-112.2493439,399963.6875
2161,49394,83,77,40632,0,341,150295,0.984,-2552000,-6263000,450200,4079,-1224,6021,3.718193531,-112.2493439,399963.6875
2161,49395,83,77,57016,0,341,150296,0.234,-2551000,-6263000,451700,4079,-1222,6021,3.718193531,-112.2493439,399963.6875
2161,49396,83,78,7864,0,341,150296,0.484,-2550000,-6264000,453200,4080,-1220,6021,3.718193531,-112.2493439,399963.6875
2161,49397,83,78,24248,0,341,150296,0.734,-2549000,-6264000,454700,4081,-1218,6021,3.718193531,-112.2493439,399963.6875
2161,49398,83,78,40632,0,341,150296,0.984,-2548000,-6264000,456100,4082,-1216,6021,3.718193531,-112.2493439,399963.6875
2161,49399,83,78,57016,0,341,150297,0.234,-2547000,-6265000,457600,4082,-1214,6020,3.718193531,-112.2493439,399963.6875
2161,49400,83,79,7864,0,341,150297,0.484,-2546000,-6265000,459100,4083,-1213,6020,3.718193531,-112.2493439,399963.6875
2161,49401,83,79,40632,0,341,150297,0.984,-2544000,-6265000,462100,4085,-1209,6020,3.718193531,-112.2493439,399963.6875
2161,49402,83,79,57016,0,341,150298,0.234,-2543000,-6266000,463600,4085,-1207,6020,3.718193531,-112.2493439,399963.6875
2161,49403,83,80,7864,0,341,150298,0.484,-2542000,-6266000,465100,4086,-1205,6020,3.718193531,-112.2493439,399963.6875
2161,49404,83,80,24248,0,341,150298,0.734,-2541000,-6266000,466600,4087,-1203,6019,3.718193531,-112.2493439,399963.6875
2161,49405,83,80,40632,0,341,150298,0.984,-2540000,-6267000,468000,4088,-1202,6019,3.718193531,-112.2493439,399963.6875
2161,49406,83,80,57016,0,341,150299,0.234,-2539000,-6267000,469600,4089,-1200,6019,3.718193531,-112.2493439,399963.6875
2161,49407,83,81,7864,0,341,150299,0.484,-2538000,-6267000,471100,4089,-1198,6019,3.718193531,-112.2493439,399963.6875
2161,49408,83,81,24248,0,341,150299,0.734,-2537000,-6268000,472600,4090,-1196,6019,3.718193531,-112.2493439,399963.6875
2161,49409,83,81,40632,0,341,150299,0.984,-2536000,-6268000,474000,4091,-1194,6019,3.718193531,-112.2493439,399963.6875
2161,49410,83,81,57016,0,341,150300,0.234,-2535000,-6268000,475500,4092,-1192,6019,3.718193531,-112.2493439,399963.6875
2161,49411,83,82,7864,0,341,150300,0.484,-2534000,-6268000,477000,4092,-1190,6018,3.718193531,-112.2493439,399963.6875
