t,risk,state,main_flag,time,pos,vel,imu,stale,heading,frozen,frozen_time
206387193.983,0.00,0,0,0,0,0,0,0,0,0,3.75
206387194.233,0.00,0,0,0,0,0,0,0,0,0,4.00
206387194.483,0.00,0,0,0,0,0,0,0,0,0,4.25
206387194.733,0.00,0,0,0,0,0,0,0,0,0,4.50
206387194.983,0.00,0,0,0,0,0,0,0,0,0,4.75
206387195.233,0.35,1,7,0,0,0,0,0,0,7,5.00
206387195.483,0.35,1,7,0,0,0,0,0,0,7,5.25
206387195.733,0.35,1,7,0,0,0,0,0,0,7,5.50
206387195.983,0.35,1,7,0,0,0,0,0,0,7,5.75
206387196.233,0.35,1,7,0,0,0,0,0,0,7,6.00
206387196.483,0.35,1,7,0,0,0,0,0,0,7,6.25
206387196.733,0.35,1,7,0,0,0,0,0,0,7,6.50
206387196.983,0.35,1,7,0,0,0,0,0,0,7,6.75
206387197.483,0.35,1,7,0,0,0,0,0,0,7,7.25
206387197.733,0.35,1,7,0,0,0,0,0,0,7,7.50
206387197.983,0.35,1,7,0,0,0,0,0,0,7,7.75
206387198.233,0.35,1,7,0,0,0,0,0,0,7,8.00
206387198.483,0.35,1,7,0,0,0,0,0,0,7,8.25
206387198.733,0.35,1,7,0,0,0,0,0,0,7,8.50
206387198.983,0.35,1,7,0,0,0,0,0,0,7,8.75
206387199.233,0.35,1,7,0,0,0,0,0,0,7,9.00
206387199.483,0.35,1,7,0,0,0,0,0,0,7,9.25
206387199.733,0.35,1,7,0,0,0,0,0,0,7,9.50
206387199.983,0.35,1,7,0,0,0,0,0,0,7,9.75
206387200.233,0.35,1,7,0,0,0,0,0,0,7,10.00
206387200.483,0.35,1,7,0,0,0,0,0,0,7,10.25
206387200.733,0.35,1,7,0,0,0,0,0,0,7,10.50
206387200.983,0.35,1,7,0,0,0,0,0,0,7,10.75
206387201.233,0.35,1,7,0,0,0,0,0,0,7,11.00
206387201.483,0.35,1,7,0,0,0,0,0,0,7,11.25
206387201.733,0.35,1,7,0,0,0,0,0,0,7,11.50
206387201.733,0.50,1,3,1,0,3,0,0,0,0,0.00
206387202.233,0.00,0,0,0,0,0,0,0,0,0,0.50
206387202.483,0.00,0,0,0,0,0,0,0,0,0,0.75
206387202.733,0.00,0,0,0,0,0,0,0,0,0,1.00
206387202.983,0.00,0,0,0,0,0,0,0,0,0,1.25
206387203.233,0.00,0,0,0,0,0,0,0,0,0,1.50
206387203.483,0.00,0,0,0,0,0,0,0,0,0,1.75
206387203.733,0.00,0,0,0,0,0,0,0,0,0,2.00
206387203.983,0.00,0,0,0,0,0,0,0,0,0,2.25
206387204.233,0.00,0,0,0,0,0,0,0,0,0,2.50
206387204.483,0.00,0,0,0,0,0,0,0,0,0,2.75
206387204.733,0.00,0,0,0,0,0,0,0,0,0,3.00
206387204.983,0.00,0,0,0,0,0,0,0,0,0,3.25
206387205.233,0.00,0,0,0,0,0,0,0,0,0,3.50
206387205.483,0.00,0,0,0,0,0,0,0,0,0,3.75
206387205.733,0.00,0,0,0,0,0,0,0,0,0,4.00
206387205.983,0.00,0,0,0,0,0,0,0,0,0,4.25
206387206.233,0.00,0,0,0,0,0,0,0,0,0,4.50
206387211.233,0.30,1,1,1,0,0,0,0,0,0,0.00
206387211.983,0.00,0,0,0,0,0,0,0,0,0,0.75
206387212.233,0.00,0,0,0,0,0,0,0,0,0,1.00
206387212.483,0.00,0,0,0,0,0,0,0,0,0,1.25
206387212.733,0.00,0,0,0,0,0,0,0,0,0,1.50
206387212.983,0.00,0,0,0,0,0,0,0,0,0,1.75
206387213.233,0.00,0,0,0,0,0,0,0,0,0,2.00
206387213.483,0.00,0,0,0,0,0,0,0,0,0,2.25
206387213.733,0.00,0,0,0,0,0,0,0,0,0,2.50
206387213.983,0.00,0,0,0,0,0,0,0,0,0,2.75
206387214.233,0.00,0,0,0,0,0,0,0,0,0,3.00
206387214.483,0.00,0,0,0,0,0,0,0,0,0,3.25
206387214.733,0.00,0,0,0,0,0,0,0,0,0,3.50
206387214.983,0.00,0,0,0,0,0,0,0,0,0,3.75
206387215.233,0.00,0,0,0,0,0,0,0,0,0,4.00
206387215.483,0.00,0,0,0,0,0,0,0,0,0,4.25
206387215.733,0.00,0,0,0,0,0,0,0,0,0,4.50
206387215.983,0.00,0,0,0,0,0,0,0,0,0,4.75
206387216.233,0.35,1,7,0,0,0,0,0,0,7,5.00
